	Drug ID	Gene
7959	DB03156	Q54873
7960	DB03159	P00734
7961	DB03163	Q56839
7962	DB03176	P10828
7963	DB03178	P05798
7964	DB03181	P10828
7965	DB03190	P59676
7966	DB03193	P05413
7967	DB03203	Q9NZD2
7968	DB03205	P27505
7969	DB03206	Q08638
7970	DB03207	P22894
7971	DB03211	P22513
7972	DB03214	Q96RQ9
7973	DB03215	Q9XB61
7974	DB03218	P11217
7975	DB03220	P00813
7976	DB03222	P62219
7977	DB03223	P13639
7978	DB03226	P00326
7979	DB03227	Q10588
7980	DB03231	P56740
7981	DB03233	P23919
7982	DB03242	P32890
7983	DB03247	P55038
7984	DB03247	Q53ZE5
7985	DB03247	O34974
7986	DB03247	Q969G6
7987	DB03247	P16099
7988	DB03247	P41407
7989	DB03247	P17117
7990	DB03247	Q02127
7991	DB03247	Q9RYU4
7992	DB03247	P16435
7993	DB03247	P30043
7994	DB03247	P10340
7995	DB03247	Q60049
7996	DB03251	P07477
7997	DB03256	O95954
7998	DB03257	P03472
7999	DB03259	P47228
8000	DB03264	P9WNG3
8001	DB03267	P35558
8002	DB03276	P62993
8003	DB03278	P09373
8004	DB03280	P23919
8005	DB03292	P78330
8006	DB03297	P05981
8007	DB03301	P00720
8008	DB03309	P19622
8009	DB03309	P72181
8010	DB03310	P46439
8011	DB03310	P0CG29
8012	DB03310	P21266
8013	DB03310	P59796
8014	DB03312	P13159
8015	DB03313	Q75Y35
8016	DB03315	P48068
8017	DB03316	P10600
8018	DB03317	P81040
8019	DB03317	P00132
8020	DB03317	P99999
8021	DB03317	Q9L915
8022	DB03317	Q55013
8023	DB03320	P12488
8024	DB03323	Q9RX51
8025	DB03323	Q9RHZ6
8026	DB03327	P10724
8027	DB03336	P21964
8028	DB03344	O43739
8029	DB03345	P01009
8030	DB03346	P02766
8031	DB03347	P04637
8032	DB03349	Q07343
8033	DB03350	P0A2Y7
8034	DB03366	P23222
8035	DB03366	P35228
8036	DB03366	P31677
8037	DB03366	P02144
8038	DB03369	Q00441
8039	DB03374	P33590
8040	DB03374	Q6PHW0
8041	DB03379	P60174
8042	DB03382	P9WG35
8043	DB03382	P48147
8044	DB03389	P07986
8045	DB03389	Q59675
8046	DB03389	O68541
8047	DB03389	P40943
8048	DB03392	P11217
8049	DB03397	P0ACC7
8050	DB03401	Q9Y6I3
8051	DB03401	Q14643
8052	DB03401	P23677
8053	DB03403	Q9LAK3
8054	DB03410	P46072
8055	DB03412	P06608
8056	DB03413	P9WNS5
8057	DB03416	P39594
8058	DB03424	Q01693
8059	DB03428	P24941
8060	DB03429	P12235
8061	DB03435	P31677
8062	DB03435	O94766
8063	DB03435	Q9P2W7
8064	DB03448	P07998
8065	DB03449	P35228
8066	DB03450	P15555
8067	DB03453	P60568
8068	DB03455	P60568
8069	DB03459	P27708
8070	DB03461	Q9X0A2
8071	DB03461	P28845
8072	DB03461	P22570
8073	DB03461	P14550
8074	DB03461	P42330
8075	DB03461	Q04828
8076	DB03461	Q8I814
8077	DB03461	Q13423
8078	DB03461	Q59931
8079	DB03461	P16184
8080	DB03461	Q14914
8081	DB03462	P07650
8082	DB03467	Q9AIU0
8083	DB03467	P04278
8084	DB03468	P11086
8085	DB03472	P0A9Z7
8086	DB03475	P03474
8087	DB03477	P35354
8088	DB03482	P20586
8089	DB03486	Q8WVQ1
8090	DB03488	P31677
8091	DB03496	P50750
8092	DB03498	P00634
8093	DB03499	P23368
8094	DB03501	P15291
8095	DB03509	P09874
8096	DB03512	P07998
8097	DB03523	Q02127
8098	DB03525	P12931
8099	DB03530	P00811
8100	DB03534	P0AEK4
8101	DB03539	Q13231
8102	DB03541	P0CG22
8103	DB03543	Q56320
8104	DB03549	P22629
8105	DB03553	P0AB80
8106	DB03553	Q4U2R8
8107	DB03553	Q8TCC7
8108	DB03557	P18031
8109	DB03564	P24300
8110	DB03565	P04054
8111	DB03566	P0AFK9
8112	DB03568	Q53464
8113	DB03571	P56740
8114	DB03573	P25779
8115	DB03576	Q9X266
8116	DB03584	P37700
8117	DB03584	O85465
8118	DB03585	P02768
8119	DB03592	Q81VW8
8120	DB03597	O76083
8121	DB03600	P0A953
8122	DB03602	Q04760
8123	DB03604	P10828
8124	DB03606	Q07343
8125	DB03611	Q00266
8126	DB03613	P56653
8127	DB03619	P09211
8128	DB03619	Q03736
8129	DB03619	P33517
8130	DB03619	P46721
8131	DB03621	P62942
8132	DB03627	P00183
8133	DB03632	Q13231
8134	DB03635	O31156
8135	DB03636	P22894
8136	DB03640	P62594
8137	DB03642	P43235
8138	DB03644	Q51792
8139	DB03647	P26660
8140	DB03660	P80561
8141	DB03661	Q05514
8142	DB03661	P04531
8143	DB03664	P30085
8144	DB03666	P23919
8145	DB03669	P00720
8146	DB03685	Q9WZI0
8147	DB03685	P15291
8148	DB03685	Q9NWZ5
8149	DB03685	P00469
8150	DB03686	P09211
8151	DB03687	Q46893
8152	DB03690	Q00169
8153	DB03695	P00374
8154	DB03700	P43133
8155	DB03704	P11766
8156	DB03708	Q5SKH7
8157	DB03709	P9WIQ1
8158	DB03712	P12931
8159	DB03717	P07986
8160	DB03721	Q04830
8161	DB03721	Q64822
8162	DB03721	P23141
8163	DB03729	P00749
8164	DB03740	P04062
8165	DB03741	P96965
8166	DB03747	P07686
8167	DB03750	P42790
8168	DB03751	Q8GIQ0
8169	DB03751	P95780
8170	DB03753	P23219
8171	DB03755	P15925
8172	DB03756	P48443
8173	DB03760	P23434
8174	DB03760	Q9WY54
8175	DB03761	P0A884
8176	DB03766	Q9NQX3
8177	DB03782	P00749
8178	DB03795	P31057
8179	DB03796	P50897
8180	DB03796	Q9X1H9
8181	DB03796	P02768
8182	DB03796	P83812
8183	DB03800	P16088
8184	DB03801	P13661
8185	DB03801	Q9WYE2
8186	DB03801	P22188
8187	DB03801	P10724
8188	DB03801	P14900
8189	DB03811	P06988
8190	DB03814	P09211
8191	DB03814	Q9X5N2
8192	DB03814	Q9Y468
8193	DB03814	P45314
8194	DB03814	P00861
8195	DB03814	P00521
8196	DB03814	Q6NXR0
8197	DB03814	P22906
8198	DB03817	P12488
8199	DB03820	P15555
8200	DB03825	P31224
8201	DB03828	P12931
8202	DB03849	Q08499
8203	DB03851	P15090
8204	DB03854	Q46893
8205	DB03857	P37698
8206	DB03860	Q92731
8207	DB03862	O85465
8208	DB03865	P00749
8209	DB03874	P33247
8210	DB03878	P00521
8211	DB03880	Q9UKQ2
8212	DB03882	Q92731
8213	DB03884	P39639
8214	DB03886	P00374
8215	DB03897	O67636
8216	DB03900	P0DP23
8217	DB03900	P60174
8218	DB03903	P68133
8219	DB03904	Q8XB74
8220	DB03904	Q15849
8221	DB03909	P15925
8222	DB03909	P9WI81
8223	DB03911	P24300
8224	DB03918	P29474
8225	DB03921	P36897
8226	DB03926	P04278
8227	DB03929	Q9UN76
8228	DB03929	Q05586
8229	DB03935	P08758
8230	DB03939	P25524
8231	DB03940	P30901
8232	DB03940	P00338
8233	DB03949	P43133
8234	DB03951	P46926
8235	DB03959	P14210
8236	DB03961	P62619
8237	DB03963	P29474
8238	DB03967	P37001
8239	DB03971	P19531
8240	DB03976	P17538
8241	DB03982	P18031
8242	DB03986	P0ABP8
8243	DB03991	P03472
8244	DB03993	P0AB80
8245	DB03994	Q9RP17
8246	DB04000	P42262
8247	DB04002	P00918
8248	DB04010	P09874
8249	DB04014	Q00535
8250	DB04022	P42085
8251	DB04036	P26440
8252	DB04039	P00646
8253	DB04041	P07944
8254	DB04044	P11217
8255	DB04047	P26281
8256	DB04062	P02924
8257	DB04066	P16113
8258	DB04067	Q04416
8259	DB04069	P53355
8260	DB04073	P01556
8261	DB04074	P9WQB3
8262	DB04074	P18548
8263	DB04075	Q9HTN2
8264	DB04076	P00491
8265	DB04079	P13036
8266	DB04081	P00918
8267	DB04083	P00509
8268	DB04083	P13254
8269	DB04097	P09147
8270	DB04099	P08164
8271	DB04100	Q92887
8272	DB04105	P00325
8273	DB04107	P07477
8274	DB04112	P14555
8275	DB04114	P22303
8276	DB04125	P07477
8277	DB04126	P09668
8278	DB04132	P08263
8279	DB04132	Q04760
8280	DB04135	P25524
8281	DB04137	P11124
8282	DB04137	P16118
8283	DB04137	P32173
8284	DB04137	P01112
8285	DB04137	P19711
8286	DB04140	P08254
8287	DB04141	P14927
8288	DB04141	O14521
8289	DB04143	P0A2K1
8290	DB04147	P13036
8291	DB04147	Q3J1A6
8292	DB04147	P06010
8293	DB04147	P09391
8294	DB04147	Q3J1A5
8295	DB04147	P06716
8296	DB04147	Q4KH25
8297	DB04147	Q5RT80
8298	DB04147	P01593
8299	DB04152	P42262
8300	DB04156	P75792
8301	DB04162	P61713
8302	DB04166	P14920
8303	DB04169	P28720
8304	DB04175	P09467
8305	DB04178	P17213
8306	DB04180	P00918
8307	DB04185	P50440
8308	DB04186	P24941
8309	DB04197	P05089
8310	DB04198	Q27796
8311	DB04204	P18031
8312	DB04205	P06612
8313	DB04208	P95468
8314	DB04214	P24666
8315	DB04216	P68400
8316	DB04216	P02768
8317	DB04216	O94956
8318	DB04216	O94768
8319	DB04216	P08684
8320	DB04216	P35869
8321	DB04216	P08631
8322	DB04216	Q6NUS8
8323	DB04216	P17676
8324	DB04223	P29475
8325	DB04224	Q07869
8326	DB04224	P02689
8327	DB04229	P04377
8328	DB04231	P00282
8329	DB04233	P08100
8330	DB04233	O33407
8331	DB04233	P06129
8332	DB04233	P0A915
8333	DB04233	P31243
8334	DB04235	P80404
8335	DB04243	P0AGE0
8336	DB04246	P07477
8337	DB04250	P06276
8338	DB04253	P38489
8339	DB04255	P03366
8340	DB04268	P61626
8341	DB04271	Q08499
8342	DB04272	P0A753
8343	DB04272	Q9X0N8
8344	DB04272	P07998
8345	DB04272	P40926
8346	DB04272	O34002
8347	DB04272	P12931
8348	DB04272	P13299
8349	DB04272	P03277
8350	DB04272	P46849
8351	DB04272	P83787
8352	DB04272	P15121
8353	DB04272	P00808
8354	DB04272	P12724
8355	DB04276	P07384
8356	DB04281	Q02127
8357	DB04286	P02925
8358	DB04294	P9WJJ7
8359	DB04299	Q56232
8360	DB04303	Q8VVD2
8361	DB04304	P22073
8362	DB04310	Q819U0
8363	DB04315	Q8N142
8364	DB04315	P49411
8365	DB04315	P15170
8366	DB04315	P62491
8367	DB04315	Q51366
8368	DB04315	P01112
8369	DB04315	Q6NXR0
8370	DB04315	O60547
8371	DB04326	P0AB87
8372	DB04326	P05062
8373	DB04327	Q9UNN8
8374	DB04331	P52732
8375	DB04334	P46881
8376	DB04335	P0ABP8
8377	DB04343	O15427
8378	DB04346	Q8Z2X8
8379	DB04348	Q5T3U5
8380	DB04348	Q96RI1
8381	DB04348	P51161
8382	DB04349	O07015
8383	DB04366	P15531
8384	DB04368	P0A6K3
8385	DB04369	P35030
8386	DB04380	P77425
8387	DB04387	P0DJ06
8388	DB04393	O24990
8389	DB04395	Q9RA63
8390	DB04395	P03960
8391	DB04395	P11309
8392	DB04395	P0A6C8
8393	DB04395	P23677
8394	DB04395	P68400
8395	DB04395	P78362
8396	DB04395	Q83LD8
8397	DB04398	O15427
8398	DB04400	P61457
8399	DB04401	P77674
8400	DB04404	P07254
8401	DB04411	Q56148
8402	DB04416	P08254
8403	DB04424	P07477
8404	DB04427	P25779
8405	DB04430	P62593
8406	DB04441	P0ABP8
8407	DB04444	P63096
8408	DB04444	Q7Z406
8409	DB04447	P60493
8410	DB04447	P65389
8411	DB04447	P22262
8412	DB04450	P53554
8413	DB04451	O60911
8414	DB04454	P43683
8415	DB04455	P0AFM2
8416	DB04456	P08690
8417	DB04457	P0A884
8418	DB04464	P03886
8419	DB04464	P20674
8420	DB04464	P0C1V1
8421	DB04464	Q16740
8422	DB04464	P07173
8423	DB04464	P53611
8424	DB04464	P13073
8425	DB04464	P24311
8426	DB04464	P24310
8427	DB04464	P10606
8428	DB04465	P26514
8429	DB04467	P10724
8430	DB04468	P62508
8431	DB04473	P27914
8432	DB04473	P27915
8433	DB04485	P0A927
8434	DB04485	P24425
8435	DB04485	Q9HU22
8436	DB04489	O75976
8437	DB04491	Q9KX40
8438	DB04491	P00782
8439	DB04493	P06744
8440	DB04493	P16118
8441	DB04494	P52687
8442	DB04501	P00183
8443	DB04505	P07900
8444	DB04510	Q07412
8445	DB04510	P00558
8446	DB04513	P0DP23
8447	DB04516	Q9NPH2
8448	DB04518	P24941
8449	DB04519	Q9NSA0
8450	DB04519	Q07869
8451	DB04520	P11797
8452	DB04522	P05451
8453	DB04522	Q03721
8454	DB04523	P43235
8455	DB04526	P06971
8456	DB04528	P71278
8457	DB04530	P36952
8458	DB04530	P0AEX9
8459	DB04530	Q07343
8460	DB04532	Q05603
8461	DB04534	P35228
8462	DB04539	P0A6D3
8463	DB04539	Q9S400
8464	DB04552	P04054
8465	DB04552	P51800
8466	DB04554	P0A820
8467	DB04555	P0A0Z8
8468	DB04557	Q07869
8469	DB04560	P13716
8470	DB04560	Q59334
8471	DB04566	P12268
8472	DB04570	P02919
8473	DB04572	P20813
8474	DB04573	P03372
8475	DB04574	P02768
8476	DB04574	Q92731
8477	DB04576	P43700
8478	DB04579	P07858
8479	DB04583	Q02127
8480	DB04586	P0A884
8481	DB04591	P00734
8482	DB04597	Q9AQS0
8483	DB04629	P68133
8484	DB04630	O76082
8485	DB04630	P08235
8486	DB04631	P0AC41
8487	DB04642	P11217
8488	DB04646	P83798
8489	DB04646	P83794
8490	DB04651	P06709
8491	DB04654	P07477
8492	DB04665	P05177
8493	DB04669	P24941
8494	DB04673	P00742
8495	DB04682	P02585
8496	DB04689	P37231
8497	DB04690	P08183
8498	DB04695	A9JQL9
8499	DB04696	P0A884
8500	DB04699	Q8XL08
8501	DB04701	P28161
8502	DB04707	P17612
8503	DB04714	P62623
8504	DB04715	P11309
8505	DB04721	P68400
8506	DB04725	P33261
8507	DB04727	P35968
8508	DB04736	Q96LB9
8509	DB04743	P08684
8510	DB04747	Q6A8X5
8511	DB04752	Q13285
8512	DB04758	P08709
8513	DB04763	P00918
8514	DB04767	P08709
8515	DB04769	P48736
8516	DB04777	Q93D82
8517	DB04781	P13716
8518	DB04784	Q84EX5
8519	DB04786	P15289
8520	DB04788	Q8RQE9
8521	DB04790	P07477
8522	DB04792	P07477
8523	DB04795	P23141
8524	DB04797	Q16539
8525	DB04799	P22695
8526	DB04805	P61927
8527	DB04820	P21397
8528	DB04821	P23975
8529	DB04821	P27338
8530	DB04824	Q14994
8531	DB04825	Q9H1R3
8532	DB04827	P05164
8533	DB04829	P41595
8534	DB04830	O15245
8535	DB04832	P21397
8536	DB04835	P08684
8537	DB04836	P31645
8538	DB04838	P23141
8539	DB04840	P10635
8540	DB04841	P0DP23
8541	DB04842	Q06432
8542	DB04843	P11229
8543	DB04847	Q9H6Z9
8544	DB04854	P35503
8545	DB04855	Q9UNX9
8546	DB04855	O15244
8547	DB04855	P02768
8548	DB04855	P10827
8549	DB04855	Q9UK17
8550	DB04855	O15245
8551	DB04855	P25100
8552	DB04855	Q9NPD5
8553	DB04856	P32238
8554	DB04861	P08588
8555	DB04863	P08514
8556	DB04865	P20276
8557	DB04866	P02452
8558	DB04868	P08183
8559	DB04868	P00519
8560	DB04876	P27487
8561	DB04878	O43451
8562	DB04879	P17948
8563	DB04881	Q9UNQ0
8564	DB04883	P25101
8565	DB04884	P10635
8566	DB04884	P08684
8567	DB04886	P08684
8568	DB04891	P11473
8569	DB04894	P25103
8570	DB04896	P51589
8571	DB04896	Q14957
8572	DB04896	P10635
8573	DB04905	P08684
8574	DB04908	P21917
8575	DB04908	P08908
8576	DB04911	P10635
8577	DB04912	P09601
8578	DB04918	P14677
8579	DB04924	P14416
8580	DB04930	P03372
8581	DB04932	P29274
8582	DB04938	P33261
8583	DB04946	P35367
8584	DB04946	P08908
8585	DB04946	P21917
8586	DB04948	P33261
8587	DB04953	P11245
8588	DB04953	P35503
8589	DB04957	P08684
8590	DB04967	P27695
8591	DB04970	P08908
8592	DB04975	P20813
8593	DB04977	Q02928
8594	DB04982	P48058
8595	DB05003	P31350
8596	DB05010	Q9UBS5
8597	DB05013	Q05655
8598	DB05015	Q8WUI4
8599	DB05015	O15379
8600	DB05015	P56524
8601	DB05018	P06280
8602	DB05025	P00441
8603	DB05039	P07550
8604	DB05047	P48058
8605	DB05087	P47869
8606	DB05105	Q8V397
8607	DB05119	Q13093
8608	DB05134	P02768
8609	DB05137	P36544
8610	DB05154	A0A045KKX4
8611	DB05154	P95029
8612	DB05168	P15328
8613	DB05187	P37231
8614	DB05212	Q00653
8615	DB05219	Q08499
8616	DB05219	P20813
8617	DB05223	Q92769
8618	DB05223	O15379
8619	DB05229	P10632
8620	DB05232	P35498
8621	DB05234	P10275
8622	DB05239	P08684
8623	DB05253	P06401
8624	DB05259	P01911
8625	DB05266	P27815
8626	DB05271	P14416
8627	DB05294	O15244
8628	DB05294	P33527
8629	DB05294	P02763
8630	DB05298	Q08499
8631	DB05316	P28335
8632	DB05343	P04271
8633	DB05351	P33261
8634	DB05382	Q92911
8635	DB05383	P15121
8636	DB05389	Q7L5Y9
8637	DB05398	P21926
8638	DB05419	Q9NYX4
8639	DB05421	P25103
8640	DB05424	P00533
8641	DB05428	Q16881
8642	DB05434	P10145
8643	DB05434	P14210
8644	DB05446	P02749
8645	DB05458	P43681
8646	DB05461	P18089
8647	DB05461	P18825
8648	DB05470	P01375
8649	DB05487	P03372
8650	DB05492	P08913
8651	DB05492	P35367
8652	DB05492	P28335
8653	DB05501	P51681
8654	DB05511	P0DMS8
8655	DB05514	P51788
8656	DB05521	P02763
8657	DB05540	P0A786
8658	DB05541	Q14524
8659	DB05541	Q15858
8660	DB05541	P35498
8661	DB05541	P11712
8662	DB05541	Q9UI33
8663	DB05552	O00329
8664	DB05624	P30968
8665	DB05642	P23975
8666	DB05667	P05093
8667	DB05668	P26358
8668	DB05676	Q86V67
8669	DB05676	P05177
8670	DB05708	P36544
8671	DB05710	P32297
8672	DB05767	P01375
8673	DB05767	P01584
8674	DB05785	P13631
8675	DB05785	P05412
8676	DB05804	Q9NPD5
8677	DB05804	O95342
8678	DB05806	P11387
8679	DB05838	P30518
8680	DB05869	P01375
8681	DB05871	P03366
8682	DB05905	Q13639
8683	DB05928	O75469
8684	DB05928	P08684
8685	DB05932	P15692
8686	DB05938	P05067
8687	DB05943	P31785
8688	DB05944	P00533
8689	DB05959	Q16665
8690	DB05961	P05155
8691	DB05966	P03372
8692	DB05990	O95342
8693	DB05992	P01375
8694	DB06011	P27487
8695	DB06016	P08908
8696	DB06016	P35462
8697	DB06070	P08238
8698	DB06077	P14416
8699	DB06080	P35968
8700	DB06080	P10721
8701	DB06090	Q693P7
8702	DB06119	P11509
8703	DB06119	P33261
8704	DB06127	P27487
8705	DB06137	O15245
8706	DB06144	P35348
8707	DB06144	P14416
8708	DB06145	Q9A1X4
8709	DB06148	Q01959
8710	DB06148	P31645
8711	DB06148	P10635
8712	DB06148	P18825
8713	DB06148	P28223
8714	DB06148	P20813
8715	DB06148	P08913
8716	DB06151	Q9UPY5
8717	DB06151	O15111
8718	DB06152	Q9P0X4
8719	DB06153	P41595
8720	DB06153	P36537
8721	DB06153	P28335
8722	DB06154	P68871
8723	DB06155	P08684
8724	DB06159	P11387
8725	DB06176	Q13547
8726	DB06195	P24941
8727	DB06195	P49674
8728	DB06202	P03372
8729	DB06203	P27487
8730	DB06204	P31645
8731	DB06207	Q9H252
8732	DB06209	P02768
8733	DB06210	P35503
8734	DB06211	P02919
8735	DB06212	P08183
8736	DB06215	P02787
8737	DB06216	P02763
8738	DB06216	P35348
8739	DB06216	P28222
8740	DB06216	P07550
8741	DB06218	Q15858
8742	DB06228	Q9UNQ0
8743	DB06228	P00742
8744	DB06229	P41595
8745	DB06229	P28223
8746	DB06234	P08183
8747	DB06234	P16788
8748	DB06240	P08183
8749	DB06262	P08913
8750	DB06262	P18825
8751	DB06263	P16435
8752	DB06266	P19367
8753	DB06267	O76074
8754	DB06268	P11712
8755	DB06268	P33261
8756	DB06274	P41145
8757	DB06287	P42345
8758	DB06288	P08183
8759	DB06288	Q86VL8
8760	DB06288	P35462
8761	DB06290	Q9UNQ0
8762	DB06292	P08183
8763	DB06311	P47712
8764	DB06329	Q9NYK1
8765	DB06333	Q01959
8766	DB06335	P08684
8767	DB06335	Q8TCC7
8768	DB06345	P34913
8769	DB06354	Q9UBS5
8770	DB06370	P05181
8771	DB06370	P11712
8772	DB06406	P00742
8773	DB06412	P10275
8774	DB06412	P08684
8775	DB06412	P24462
8776	DB06413	P20813
8777	DB06414	P11712
8778	DB06414	P08684
8779	DB06414	P04585
8780	DB06433	P19971
8781	DB06442	P23141
8782	DB06446	P08684
8783	DB06448	P49356
8784	DB06454	P08908
8785	DB06458	P08684
8786	DB06470	P08684
8787	DB06480	P02768
8788	DB06486	P31749
8789	DB06486	Q96GD4
8790	DB06486	O14757
8791	DB06506	P08908
8792	DB06510	P05177
8793	DB06515	Q8NER1
8794	DB06530	Q9NYK1
8795	DB06548	P14324
8796	DB06579	P18507
8797	DB06581	P04585
8798	DB06589	Q9UNQ0
8799	DB06589	P05230
8800	DB06589	P35916
8801	DB06589	P10721
8802	DB06589	P22607
8803	DB06594	P11712
8804	DB06594	P49286
8805	DB06603	Q969S8
8806	DB06603	Q9UBN7
8807	DB06603	Q9UQL6
8808	DB06603	Q8WUI4
8809	DB06608	Q86VL8
8810	DB06616	P12931
8811	DB06616	Q13555
8812	DB06616	P11274
8813	DB06626	P20815
8814	DB06637	Q92953
8815	DB06637	Q16322
8816	DB06637	P16389
8817	DB06637	P22459
8818	DB06637	O15244
8819	DB06641	P31749
8820	DB06652	P08684
8821	DB06654	P33261
8822	DB06654	P21397
8823	DB06660	P21452
8824	DB06669	P08684
8825	DB06670	P43235
8826	DB06678	P08913
8827	DB06684	P08684
8828	DB06684	P31645
8829	DB06689	P00748
8830	DB06694	P35348
8831	DB06695	P08183
8832	DB06700	P23975
8833	DB06701	Q01959
8834	DB06702	P11229
8835	DB06702	P08912
8836	DB06710	P11511
8837	DB06710	P20813
8838	DB06712	P05181
8839	DB06712	P08684
8840	DB06713	P10275
8841	DB06717	P11712
8842	DB06725	P35354
8843	DB06726	P07550
8844	DB06729	P11712
8845	DB06730	P06401
8846	DB06736	P11712
8847	DB06738	O15399
8848	DB06739	P20813
8849	DB06742	P08684
8850	DB06751	P54284
8851	DB06751	Q08289
8852	DB06755	P09455
8853	DB06757	P02787
8854	DB06757	P21399
8855	DB06764	P35348
8856	DB06764	P25100
8857	DB06770	P04798
8858	DB06771	P72525
8859	DB06774	P05177
8860	DB06777	P52895
8861	DB06777	O75469
8862	DB06778	P02768
8863	DB06781	P04150
8864	DB06787	P08173
8865	DB06787	P20309
8866	DB06800	P41145
8867	DB06813	P41440
8868	DB06820	P11712
8869	DB06827	P9WJ63
8870	DB06831	O00329
8871	DB06835	P15086
8872	DB06842	Q08499
8873	DB06844	P20248
8874	DB06850	P07477
8875	DB06853	P00734
8876	DB06855	P00749
8877	DB06857	P00749
8878	DB06859	P00734
8879	DB06861	P00734
8880	DB06865	P00734
8881	DB06875	Q92731
8882	DB06878	P00734
8883	DB06888	P24941
8884	DB06896	P08581
8885	DB06898	P03372
8886	DB06902	P62508
8887	DB06905	Q13362
8888	DB06909	Q07343
8889	DB06918	P07477
8890	DB06923	P07477
8891	DB06928	Q04609
8892	DB06931	O95749
8893	DB06938	P35968
8894	DB06943	P78536
8895	DB06949	Q5G940
8896	DB06951	Q9UNI1
8897	DB06953	P49354
8898	DB06958	P07900
8899	DB06959	P61925
8900	DB06972	P20701
8901	DB06974	P26663
8902	DB06980	P63208
8903	DB06983	P24941
8904	DB06987	P02788
8905	DB06999	P15056
8906	DB07007	P35228
8907	DB07010	P53779
8908	DB07017	P28845
8909	DB07022	P03951
8910	DB07027	P00734
8911	DB07030	P15121
8912	DB07045	P11142
8913	DB07048	P00918
8914	DB07053	P37231
8915	DB07055	Q9L5C8
8916	DB07062	P26663
8917	DB07064	P52732
8918	DB07067	P27487
8919	DB07077	P03951
8920	DB07079	P78536
8921	DB07087	Q15596
8922	DB07089	P56817
8923	DB07095	P00734
8924	DB07102	P09960
8925	DB07104	P09960
8926	DB07107	P61925
8927	DB07108	Q07817
8928	DB07111	P37231
8929	DB07113	P00797
8930	DB07116	P13051
8931	DB07118	A0A0H2Z368
8932	DB07120	P00734
8933	DB07122	P00749
8934	DB07125	O43293
8935	DB07129	P10635
8936	DB07136	P15086
8937	DB07140	P00374
8938	DB07141	P00374
8939	DB07143	P00734
8940	DB07152	P36897
8941	DB07154	P27487
8942	DB07162	O60674
8943	DB07169	P26663
8944	DB07174	P00797
8945	DB07190	P00734
8946	DB07197	P18031
8947	DB07199	P26663
8948	DB07200	P26663
8949	DB07202	P07333
8950	DB07203	P24941
8951	DB07211	P00734
8952	DB07221	O95749
8953	DB07223	P07858
8954	DB07226	P30291
8955	DB07227	P53609
8956	DB07229	P07477
8957	DB07232	P09874
8958	DB07234	P49137
8959	DB07244	P00797
8960	DB07247	P08709
8961	DB07249	P54760
8962	DB07252	P54760
8963	DB07254	P54760
8964	DB07257	P30291
8965	DB07267	P36897
8966	DB07269	P15086
8967	DB07276	Q9UQF2
8968	DB07278	P00742
8969	DB07280	P55263
8970	DB07283	P15090
8971	DB07285	P14780
8972	DB07288	P17948
8973	DB07295	P18031
8974	DB07307	Q16539
8975	DB07309	P50579
8976	DB07320	O14757
8977	DB07323	P50579
8978	DB07325	P07900
8979	DB07327	P03367
8980	DB07329	P01859
8981	DB07332	P04585
8982	DB07335	P48736
8983	DB07337	P03366
8984	DB07340	Q96GD4
8985	DB07345	P56817
8986	DB07347	P04406
8987	DB07357	P16442
8988	DB07366	P00734
8989	DB07371	P01857
8990	DB07374	P62913
8991	DB07374	Q9UNX3
8992	DB07374	Q9UHA3
8993	DB07378	P16442
8994	DB07384	P36542
8995	DB07390	P08254
8996	DB07392	P06008
8997	DB07394	P25705
8998	DB07401	Q9UDW1
8999	DB07401	P07919
9000	DB07401	P47985
9001	DB07402	P02768
9002	DB07404	P60472
9003	DB07407	P0AE18
9004	DB07409	P60472
9005	DB07413	Q79FX8
9006	DB07416	P0A333
9007	DB07422	P10275
9008	DB07425	P10828
9009	DB07426	P60472
9010	DB07429	Q820T1
9011	DB07431	P24941
9012	DB07432	Q89ZI2
9013	DB07435	P52026
9014	DB07446	P39900
9015	DB07449	Q9UM07
9016	DB07456	O15530
9017	DB07459	Q16539
9018	DB07461	P00734
9019	DB07469	Q7Z406
9020	DB07471	P20248
9021	DB07481	P28720
9022	DB07486	P20701
9023	DB07489	Q9Y6M4
9024	DB07493	P24941
9025	DB07497	A0A0H3JRU9
9026	DB07504	P24941
9027	DB07512	P27338
9028	DB07517	P02768
9029	DB07519	P56817
9030	DB07525	P11362
9031	DB07533	P20248
9032	DB07536	O67648
9033	DB07538	P20248
9034	DB07539	P24941
9035	DB07541	P00811
9036	DB07548	P00734
9037	DB07550	P00734
9038	DB07552	P06009
9039	DB07557	Q15788
9040	DB07559	Q02127
9041	DB07563	P43235
9042	DB07569	P10614
9043	DB07574	Q9H169
9044	DB07574	Q71U36
9045	DB07575	P12497
9046	DB07579	P02743
9047	DB07581	P04584
9048	DB07583	P17612
9049	DB07592	P43235
9050	DB07594	P08238
9051	DB07606	P24941
9052	DB07611	P9WNG3
9053	DB07613	O60760
9054	DB07615	P08684
9055	DB07620	P0C6X7
9056	DB07623	P11509
9057	DB07625	P00749
9058	DB07630	P00742
9059	DB07635	P10614
9060	DB07636	Q9UDW1
9061	DB07638	Q92731
9062	DB07646	P97253
9063	DB07651	P18031
9064	DB07653	O14757
9065	DB07655	O14757
9066	DB07659	P00734
9067	DB07663	P00811
9068	DB07664	Q9Y6M4
